gene_id,xen_pep_id,xen_gene_symbol,xen_description
PECUL23A000606,ENSXETP00000106289,,
PECUL23A000608,ENSXETP00000100052,usp32,ubiquitin specific peptidase 32 [Source:Xenbase;Acc:XB-GENE-960575]
PECUL23A000609,ENSXETP00000110873,,
PECUL23A000631,ENSXETP00000118782,tub,TUB bipartite transcription factor [Source:Xenbase;Acc:XB-GENE-962281]
PECUL23A000638,ENSXETP00000111776,ncl,nucleolin [Source:Xenbase;Acc:XB-GENE-989986]
PECUL23A000643,ENSXETP00000087912,,
PECUL23A000646,ENSXETP00000061276,fbxo21,F-box protein 21 [Source:Xenbase;Acc:XB-GENE-973791]
PECUL23A000650,ENSXETP00000089896,shc4,SHC (Src homology 2 domain containing) family member 4 [Source:Xenbase;Acc:XB-GENE-490134]
PECUL23A000652,ENSXETP00000118428,,
PECUL23A000654,ENSXETP00000022445,hspb2,heat shock protein family B (small) member 2 [Source:Xenbase;Acc:XB-GENE-940436]
PECUL23A000655,ENSXETP00000093106,rd3l,retinal deration 3 like [Source:Xenbase;Acc:XB-GENE-6046740]
PECUL23A000657,ENSXETP00000040637,dmac2,distal membrane arm assembly component 2 [Source:Xenbase;Acc:XB-GENE-6045848]
PECUL23A000658,ENSXETP00000103918,cadm1,cell adhesion molecule 1 [Source:Xenbase;Acc:XB-GENE-6033349]
PECUL23A000660,ENSXETP00000042273,aanat,aralkylamine N-acetyltransferase [Source:Xenbase;Acc:XB-GENE-961135]
PECUL23A000663,ENSXETP00000027859,,
PECUL23A000671,ENSXETP00000033837;ENSXETP00000076847,med14,mediator complex subunit 14 [Source:Xenbase;Acc:XB-GENE-982316]
PECUL23A000673,ENSXETP00000082195,fnbp4,formin binding protein 4 [Source:Xenbase;Acc:XB-GENE-6088480]
PECUL23A000674,ENSXETP00000101521,uspl1,ubiquitin specific peptidase like 1 [Source:Xenbase;Acc:XB-GENE-984428]
PECUL23A000676,ENSXETP00000112933,otulin,OTU deubiquitinase with linear linkage specificity [Source:Xenbase;Acc:XB-GENE-6050196]
PECUL23A000679,ENSXETP00000052896,ppp1cc,"protein phosphatase 1, catalytic subunit, gamma isozyme [Source:Xenbase;Acc:XB-GENE-967934]"
PECUL23A000684,ENSXETP00000089453,pygm,"phosphorylase, glycogen, muscle [Source:Xenbase;Acc:XB-GENE-955302]"
PECUL23A000692,ENSXETP00000113132,arhgef2,Rho/Rac guanine nucleotide exchange factor 2 [Source:Xenbase;Acc:XB-GENE-5909320]
PECUL23A000697,ENSXETP00000089019,ppp2r5c,"protein phosphatase 2 regulatory subunit B', gamma [Source:NCBI gene (formerly Entrezgene);Acc:394858]"
PECUL23A000698,ENSXETP00000104687,,
PECUL23A000701,ENSXETP00000106428,,
PECUL23A000702,ENSXETP00000110171,nkain2,Sodium/potassium transporting ATPase interacting 2 [Source:Xenbase;Acc:XB-GENE-6467217]
PECUL23A000703,ENSXETP00000070470,fmnl2,formin like 2 [Source:Xenbase;Acc:XB-GENE-1004377]
PECUL23A000704,ENSXETP00000114554,,
PECUL23A000707,ENSXETP00000105438,mycbp,MYC binding protein [Source:Xenbase;Acc:XB-GENE-490310]
PECUL23A000708,ENSXETP00000095277,fam118b,family with sequence similarity 118 member B [Source:Xenbase;Acc:XB-GENE-947228]
PECUL23A000709,ENSXETP00000037946,smc1b,structural maintenance of chromosomes 1B [Source:Xenbase;Acc:XB-GENE-997265]
PECUL23A000710,ENSXETP00000073551,,
PECUL23A000711,ENSXETP00000064840,hes5.7,"hairy and enhancer of split 5, 7 [Source:Xenbase;Acc:XB-GENE-5922592]"
PECUL23A000713,ENSXETP00000092782,tmx3,thioredoxin-related transmembrane protein 3 [Source:Xenbase;Acc:XB-GENE-946768]
PECUL23A000715,ENSXETP00000066705,prkar2a,"protein kinase, cAMP-dependent, regulatory subunit type II alpha [Source:Xenbase;Acc:XB-GENE-982783]"
PECUL23A000716,ENSXETP00000031486,inha,inhibin subunit alpha [Source:Xenbase;Acc:XB-GENE-853910]
PECUL23A000717,ENSXETP00000022778,prdx4,peroxiredoxin 4 [Source:Xenbase;Acc:XB-GENE-976761]
PECUL23A000718,ENSXETP00000118363,dipk1b,divergent protein kinase domain 1B [Source:Xenbase;Acc:XB-GENE-960964]
PECUL23A000719,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A000721,ENSXETP00000035058,cpb1,carboxypeptidase B1 [Source:Xenbase;Acc:XB-GENE-853710]
PECUL23A000725,ENSXETP00000086970,ift140,intraflagellar transport 140 [Source:Xenbase;Acc:XB-GENE-1221149]
PECUL23A000726,ENSXETP00000035812,rita1,RBPJ interacting and tubulin associated 1 [Source:Xenbase;Acc:XB-GENE-6462302]
PECUL23A000728,ENSXETP00000113060,lrrn1-like,leucine rich repeat neuronal 1-like [Source:Xenbase;Acc:XB-GENE-492890]
PECUL23A000732,ENSXETP00000107910,MPPED1,metallophosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1306]
PECUL23A000734,ENSXETP00000068845,dna2,DNA replication helicase/nuclease 2 [Source:Xenbase;Acc:XB-GENE-5828964]
PECUL23A000735,ENSXETP00000116794,,
PECUL23A000736,ENSXETP00000069506,sbf2,SET binding factor 2 [Source:Xenbase;Acc:XB-GENE-1004468]
PECUL23A000741,ENSXETP00000097080;ENSXETP00000108729,,
PECUL23A000742,ENSXETP00000110241,,
PECUL23A000743,ENSXETP00000063787,,
PECUL23A000747,ENSXETP00000017044,aagab,alpha and gamma adaptin binding protein [Source:Xenbase;Acc:XB-GENE-941955]
PECUL23A000749,ENSXETP00000113084,,
PECUL23A000752,ENSXETP00000111343,FAM131A,family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308]
PECUL23A000753,ENSXETP00000026246,fstl5,follistati like 5 [Source:Xenbase;Acc:XB-GENE-479112]
PECUL23A000754,ENSXETP00000012241,gpr132,G protein-coupled receptor 132 [Source:Xenbase;Acc:XB-GENE-1013355]
PECUL23A000756,ENSXETP00000021677;ENSXETP00000082026,atp10b;atp6ap1l,"ATPase, class V, type 10B [Source:Xenbase;Acc:XB-GENE-6045964];ATPase, H+ transporting, lysosomal accessory protein 1-like [Source:Xenbase;Acc:XB-GENE-6463386]"
PECUL23A000759,ENSXETP00000095489,ccn6,cellular communication network factor 6 [Source:Xenbase;Acc:XB-GENE-967531]
PECUL23A000762,ENSXETP00000086983;ENSXETP00000066773,uggt1,UDP-glucose glycoprotein glucosyltransferase 1 [Source:Xenbase;Acc:XB-GENE-988149]
PECUL23A000763,ENSXETP00000023148,dmd.3,dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]
PECUL23A000768,ENSXETP00000106477,,
PECUL23A000769,ENSXETP00000002104,dcaf6,DDB1 and CUL4 associated factor 6 [Source:Xenbase;Acc:XB-GENE-5738809]
PECUL23A000772,ENSXETP00000099808,,
PECUL23A000777,ENSXETP00000100067,arid5b,AT-rich interaction domain 5B [Source:Xenbase;Acc:XB-GENE-1007579]
PECUL23A000778,,,
PECUL23A000779,ENSXETP00000114370,cmklr2,chemerin chemokine-like receptor 2 [Source:Xenbase;Acc:XB-GENE-961228]
PECUL23A000781,ENSXETP00000108810,MAB21L3,mab-21 like 3 [Source:HGNC Symbol;Acc:HGNC:26787]
PECUL23A000786,ENSXETP00000003278,arglu1,arginine and glutamate rich 1 [Source:Xenbase;Acc:XB-GENE-5857929]
PECUL23A000789,ENSXETP00000047008;ENSXETP00000112667,astn2;epsti1,astrotactin 2 [Source:Xenbase;Acc:XB-GENE-6050608];epithelial stromal interaction 1 (breast) [Source:Xenbase;Acc:XB-GENE-955948]
PECUL23A000792,ENSXETP00000034324,plekho1,pleckstrin homology domain containing O1 [Source:Xenbase;Acc:XB-GENE-1006512]
PECUL23A000793,ENSXETP00000061441,henmt1,HEN methyltransferase 1 [Source:Xenbase;Acc:XB-GENE-998999]
PECUL23A000796,ENSXETP00000103818,,
PECUL23A000797,ENSXETP00000104719,cited4,"Cbp/p300-interacting transactivator, with Glu/Asp rich carboxy-terminal domain, 4 [Source:Xenbase;Acc:XB-GENE-946639]"
PECUL23A000799,ENSXETP00000006860,tyms,thymidylate synthetase [Source:Xenbase;Acc:XB-GENE-1001385]
PECUL23A000802,ENSXETP00000063584,wrn,"Werner syndrome, RecQ helicase-like [Source:Xenbase;Acc:XB-GENE-992875]"
PECUL23A000803,ENSXETP00000102428,,
PECUL23A000805,ENSXETP00000110572,znf84-like,zinc finger protein 84-like [Source:Xenbase;Acc:XB-GENE-22041760]
PECUL23A000806,ENSXETP00000045748,lman1,"lectin, mannose binding 1 [Source:Xenbase;Acc:XB-GENE-492680]"
PECUL23A000809,ENSXETP00000020229,phc3,polyhomeotic homolog 3 [Source:Xenbase;Acc:XB-GENE-6258800]
PECUL23A000811,ENSXETP00000083938,,
PECUL23A000812,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A000816,ENSXETP00000104687,,
PECUL23A000819,ENSXETP00000071886,dennd3,DENN/MADD domain containing 3 [Source:Xenbase;Acc:XB-GENE-6037499]
PECUL23A000822,ENSXETP00000094263,rnf152,ring finger protein 152 [Source:Xenbase;Acc:XB-GENE-1001845]
PECUL23A000823,ENSXETP00000113626,tmem132d,transmembrane protein 132D [Source:Xenbase;Acc:XB-GENE-5874430]
PECUL23A000824,ENSXETP00000068931,zswim8,zinc finger SWIM-type containing 8 [Source:Xenbase;Acc:XB-GENE-1217722]
PECUL23A000825,ENSXETP00000076048,pkn2,protein kinase N2 [Source:Xenbase;Acc:XB-GENE-995298]
PECUL23A000826,ENSXETP00000101589,nt5e,5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]
PECUL23A000827,ENSXETP00000061723,XB991396 [provisional:gprc6a],provisional ortholog of G protein-coupled receptor class C group 6 member A [Source:Xenbase;Acc:XB-GENE-991397]
PECUL23A000828,ENSXETP00000117299,XB5771954 [provisional:nnmt],provisional ortholog of nicotinamide N-methyltransferase [Source:Xenbase;Acc:XB-GENE-5771955]
PECUL23A000830,ENSXETP00000039073,rbp4l,"retinol binding protein 4, like [Source:Xenbase;Acc:XB-GENE-5839942]"
PECUL23A000831,ENSXETP00000062619,hectd1,HECT domain containing E3 ubiquitin protein ligase 1 [Source:Xenbase;Acc:XB-GENE-1010869]
PECUL23A000832,ENSXETP00000114583,,
PECUL23A000834,ENSXETP00000061205,dnali1,dynein axonemal light intermediate chain 1 [Source:Xenbase;Acc:XB-GENE-854557]
PECUL23A000836,ENSXETP00000068942,fgd5,"FYVE, RhoGEF and PH domain containing 5 [Source:Xenbase;Acc:XB-GENE-961644]"
PECUL23A000837,ENSXETP00000068455,plekhm2,pleckstrin homology and RUN domain containing M2 [Source:Xenbase;Acc:XB-GENE-5717447]
PECUL23A000846,ENSXETP00000082207,orc5,origin recognition complex subunit 5 [Source:Xenbase;Acc:XB-GENE-954698]
PECUL23A000847,ENSXETP00000111593,,
PECUL23A000862,ENSXETP00000115182,znf512b,zinc finger protein 512B [Source:Xenbase;Acc:XB-GENE-6457829]
PECUL23A000872,ENSXETP00000089700,lrp2,LDL receptor related protein 2 [Source:Xenbase;Acc:XB-GENE-486052]
PECUL23A000873,ENSXETP00000116251,,
PECUL23A000875,ENSXETP00000043623,engase,endo-beta-N-acetylglucosaminidase [Source:Xenbase;Acc:XB-GENE-981873]
PECUL23A000876,ENSXETP00000080714,elp3,elongator acetyltransferase complex subunit 3 [Source:Xenbase;Acc:XB-GENE-957348]
PECUL23A000877,ENSXETP00000113355,gtpbp2,GTP binding protein 2 [Source:Xenbase;Acc:XB-GENE-996416]
PECUL23A000878,ENSXETP00000054060,bola3,bolA family member 3 [Source:Xenbase;Acc:XB-GENE-982605]
PECUL23A000882,ENSXETP00000032363,lacc1,laccase (multicopper oxidoreductase) domain containing 1 [Source:Xenbase;Acc:XB-GENE-989463]
PECUL23A000884,ENSXETP00000072831,f8a1,coagulation factor VIII [Source:Xenbase;Acc:XB-GENE-5866629]
PECUL23A000885,ENSXETP00000104223,,
PECUL23A000886,ENSXETP00000084245,XB5907626 [provisional:fabp1],provisional ortholog of fatty acid binding protein 1 [Source:Xenbase;Acc:XB-GENE-5907627]
PECUL23A000887,ENSXETP00000012014,,
PECUL23A000890,ENSXETP00000113484,,
PECUL23A000904,ENSXETP00000007293,ubtf,upstream binding transcription factor [Source:Xenbase;Acc:XB-GENE-966565]
PECUL23A000905,ENSXETP00000002749,mgam,maltase-glucoamylase [Source:Xenbase;Acc:XB-GENE-964595]
PECUL23A000906,ENSXETP00000019176,admp,anti-dorsalizing morphogenic protein [Source:Xenbase;Acc:XB-GENE-485379]
PECUL23A000910,ENSXETP00000098314,sc5d,sterol-C5-desaturase [Source:Xenbase;Acc:XB-GENE-979630]
PECUL23A000914,ENSXETP00000046435,slc16a7,solute carrier family 16 member 7 [Source:Xenbase;Acc:XB-GENE-1008526]
PECUL23A000915,ENSXETP00000070463,eml3,echinoderm microtubule associated protein like 3 [Source:Xenbase;Acc:XB-GENE-6046288]
PECUL23A000916,ENSXETP00000064123,,
PECUL23A000919,ENSXETP00000110873,,
PECUL23A000920,ENSXETP00000114650,,
PECUL23A000929,ENSXETP00000069870,,
PECUL23A000932,ENSXETP00000100461,ctsk,cathepsin K [Source:Xenbase;Acc:XB-GENE-5876967]
PECUL23A000933,ENSXETP00000108133,gimd1,GIMAP family P-loop NTPase domain containing 1 [Source:Xenbase;Acc:XB-GENE-22068490]
PECUL23A000935,ENSXETP00000109127,,
PECUL23A000938,ENSXETP00000077466,ckm,"creatine kinase, M-type [Source:Xenbase;Acc:XB-GENE-493628]"
PECUL23A000939,ENSXETP00000103365,,
PECUL23A000940,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A000941,ENSXETP00000052705,tll2l,tolloid like 2 like [Source:Xenbase;Acc:XB-GENE-478930]
PECUL23A000944,ENSXETP00000048326,nop16,NOP16 nucleolar protein [Source:Xenbase;Acc:XB-GENE-991038]
PECUL23A000945,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A000948,ENSXETP00000060755,,
PECUL23A000949,ENSXETP00000062686,,
PECUL23A000951,,,
PECUL23A000952,ENSXETP00000079180,magi3,"membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:Xenbase;Acc:XB-GENE-981179]"
PECUL23A000955,ENSXETP00000117824,,
PECUL23A000956,ENSXETP00000009702,mcts1,malignant T-cell amplified sequence 1 [Source:Xenbase;Acc:XB-GENE-998581]
PECUL23A000958,ENSXETP00000084408,usp31,ubiquitin specific peptidase 31 [Source:Xenbase;Acc:XB-GENE-920956]
PECUL23A000959,ENSXETP00000109127,,
PECUL23A000961,ENSXETP00000047056,lfng,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:Xenbase;Acc:XB-GENE-487975]
PECUL23A000962,ENSXETP00000072503,dlg2,discs large homolog 2 [Source:Xenbase;Acc:XB-GENE-940638]
PECUL23A000963,,,
PECUL23A000964,ENSXETP00000066051,,
PECUL23A000967,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A000969,ENSXETP00000020383,thada,"THADA, armadillo repeat containing [Source:Xenbase;Acc:XB-GENE-981605]"
PECUL23A000971,ENSXETP00000111157,,
PECUL23A000974,ENSXETP00000069206,,
PECUL23A000980,ENSXETP00000104295,arel1,apoptosis resistant E3 ubiquitin protein ligase 1 [Source:Xenbase;Acc:XB-GENE-5852856]
PECUL23A000984,ENSXETP00000016821,csmd1,CUB and Sushi multiple domains 1 [Source:Xenbase;Acc:XB-GENE-6030644]
PECUL23A000985,ENSXETP00000018232,fcgbp,Fc fragment of IgG binding protein [Source:Xenbase;Acc:XB-GENE-6037901]
PECUL23A000987,ENSXETP00000110954,rbx1,"ring-box 1, E3 ubiquitin protein ligase [Source:Xenbase;Acc:XB-GENE-5779767]"
PECUL23A000988,ENSXETP00000082542,gria3,"glutamate receptor, ionotropic, AMPA 3 [Source:Xenbase;Acc:XB-GENE-1010483]"
PECUL23A000990,ENSXETP00000042738,slc13a5,solute carrier family 13 member 5 [Source:Xenbase;Acc:XB-GENE-983513]
PECUL23A000991,ENSXETP00000119160,,
PECUL23A000993,ENSXETP00000064229,cwc22,"CWC22 homolog, spliceosome-associated protein [Source:Xenbase;Acc:XB-GENE-1010539]"
PECUL23A000996,ENSXETP00000081852;ENSXETP00000043046,rhbg,Rh family B glycoprotein/pseudo [Source:Xenbase;Acc:XB-GENE-1009286]
PECUL23A001000,ENSXETP00000069031,ppp1r42,protein phosphatase 1 regulatory subunit 42 [Source:Xenbase;Acc:XB-GENE-1015415]
PECUL23A001002,,,
PECUL23A001003,ENSXETP00000111441,poglut2,protein O-glucosyltransferase 2 [Source:Xenbase;Acc:XB-GENE-950237]
PECUL23A001004,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A001005,ENSXETP00000117435,,
PECUL23A001006,ENSXETP00000117168,RIIAD1,regulatory subunit of type II PKA R-subunit domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26686]
PECUL23A001007,,,
PECUL23A001008,ENSXETP00000083227,slc17a6,LDL receptor related protein associated protein 1 [Source:Xenbase;Acc:XB-GENE-946427]
PECUL23A001009,ENSXETP00000106428,,
PECUL23A001013,ENSXETP00000041733,sdf2,stromal cell derived factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:549237]
PECUL23A001014,ENSXETP00000024773,scin,scinderin [Source:Xenbase;Acc:XB-GENE-957027]
PECUL23A001022,ENSXETP00000024210,ahsa1,"AHA1, activator of heat shock 90kDa  1 [Source:Xenbase;Acc:XB-GENE-1006913]"
PECUL23A001023,ENSXETP00000118919,,
PECUL23A001024,ENSXETP00000104934,MRPL9,mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]
PECUL23A001026,ENSXETP00000116661,,
PECUL23A001027,ENSXETP00000111400,,
PECUL23A001028,ENSXETP00000048817,fank1,fibronectin type III and ankyrin repeat domains 1 [Source:Xenbase;Acc:XB-GENE-6084370]
PECUL23A001029,ENSXETP00000114131,zic3,Zic family member 3 [Source:Xenbase;Acc:XB-GENE-480431]
PECUL23A001035,ENSXETP00000076632;ENSXETP00000070137;ENSXETP00000093473,abr,"ABR, RhoGEF and GTPase activating protein [Source:Xenbase;Acc:XB-GENE-5797083]"
PECUL23A001037,ENSXETP00000076970,thoc2,THO complex 2 [Source:Xenbase;Acc:XB-GENE-980539]
PECUL23A001039,ENSXETP00000007843,slc6a1,"solute carrier family 6 (neurotransmitter transporter), member 1 [Source:Xenbase;Acc:XB-GENE-5824076]"
PECUL23A001040,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A001042,ENSXETP00000008148,thra,apolipoprotein A4 [Source:Xenbase;Acc:XB-GENE-941908]
PECUL23A001043,ENSXETP00000084245,XB5907626 [provisional:fabp1],provisional ortholog of fatty acid binding protein 1 [Source:Xenbase;Acc:XB-GENE-5907627]
PECUL23A001044,ENSXETP00000117753,,
PECUL23A001045,ENSXETP00000068931,zswim8,zinc finger SWIM-type containing 8 [Source:Xenbase;Acc:XB-GENE-1217722]
PECUL23A001047,ENSXETP00000080591,muc4,"mucin 4, cell surface associated [Source:Xenbase;Acc:XB-GENE-852599]"
PECUL23A001048,ENSXETP00000059539,tcaf1,TRPM8 channel associated factor 1 [Source:Xenbase;Acc:XB-GENE-5730808]
PECUL23A001050,ENSXETP00000063248,rpp40,ribonuclease P/MRP 40kDa subunit [Source:Xenbase;Acc:XB-GENE-977891]
PECUL23A001051,ENSXETP00000101944,,
PECUL23A001054,ENSXETP00000105048;ENSXETP00000105329,stk38l,serine/threonine kinase 38 like [Source:Xenbase;Acc:XB-GENE-5881027]
PECUL23A001056,ENSXETP00000021243,nox1,NADPH oxidase 1 [Source:Xenbase;Acc:XB-GENE-1013455]
PECUL23A001060,ENSXETP00000056610,slc13a4,solute carrier family 13 member 4 [Source:Xenbase;Acc:XB-GENE-22062682]
PECUL23A001061,ENSXETP00000084943,tuba5,tubulin alpha 5 [Source:Xenbase;Acc:XB-GENE-5788469]
PECUL23A001062,ENSXETP00000102858,gar1,"GAR1 homolog, ribonucleoprotein [Source:Xenbase;Acc:XB-GENE-6258514]"
PECUL23A001063,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A001064,ENSXETP00000088280,sh3glb1,"SH3 domain GRB2 like, endophilin B1 [Source:Xenbase;Acc:XB-GENE-971928]"
PECUL23A001067,ENSXETP00000082639,pik3c3,phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:Xenbase;Acc:XB-GENE-6085226]
PECUL23A001068,ENSXETP00000061781,,
PECUL23A001069,ENSXETP00000089275,,
PECUL23A001073,ENSXETP00000107697,dnase1,deoxyribonuclease I [Source:Xenbase;Acc:XB-GENE-5840004]
PECUL23A001074,ENSXETP00000104326,,
PECUL23A001075,,,
PECUL23A001076,ENSXETP00000110873,,
PECUL23A001077,ENSXETP00000101559,tek,TEK receptor tyrosine kinase [Source:Xenbase;Acc:XB-GENE-483684]
PECUL23A001078,ENSXETP00000076675,,
PECUL23A001081,ENSXETP00000043777,asb4,ankyrin repeat and SOCS box containing 4 [Source:Xenbase;Acc:XB-GENE-493274]
PECUL23A001084,ENSXETP00000056952,ncstn,nicastrin [Source:Xenbase;Acc:XB-GENE-955077]
PECUL23A001090,ENSXETP00000087350,,
PECUL23A001093,ENSXETP00000026719,uts2r,urotensin 2 receptor [Source:Xenbase;Acc:XB-GENE-987755]
PECUL23A001094,ENSXETP00000114297,,
PECUL23A001095,ENSXETP00000110688,epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577],
PECUL23A001097,ENSXETP00000090061,gcna,germ cell nuclear acidic peptidase [Source:Xenbase;Acc:XB-GENE-1002509]
PECUL23A001103,ENSXETP00000100997,tnfrsf14,TNF receptor superfamily member 14 [Source:Xenbase;Acc:XB-GENE-22064069]
PECUL23A001108,ENSXETP00000062968,maml3,mastermind like transcriptional coactivator 3 [Source:Xenbase;Acc:XB-GENE-5871020]
PECUL23A001109,ENSXETP00000112636,znf770,zinc finger protein 770 [Source:Xenbase;Acc:XB-GENE-940142]
PECUL23A001111,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A001114,ENSXETP00000078100,elovl7,ELOVL fatty acid elongase 7 [Source:Xenbase;Acc:XB-GENE-942805]
PECUL23A001115,ENSXETP00000037202,brd2,bromodomain containing 2 [Source:Xenbase;Acc:XB-GENE-481598]
PECUL23A001117,ENSXETP00000076698,tmed7,transmembrane p24 trafficking protein 7 [Source:Xenbase;Acc:XB-GENE-5847420]
PECUL23A001119,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A001121,ENSXETP00000090039;ENSXETP00000068542,slc44a2,"solute carrier family 44 (choline transporter), member 2 [Source:Xenbase;Acc:XB-GENE-957797]"
PECUL23A001122,ENSXETP00000065161,,
PECUL23A001123,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A001127,ENSXETP00000022669,atxn3,ataxin 3 [Source:Xenbase;Acc:XB-GENE-971501]
PECUL23A001129,ENSXETP00000021537;ENSXETP00000081045,NA;sytl4,NA;synaptotagmin like 4 [Source:Xenbase;Acc:XB-GENE-958567]
PECUL23A001130,ENSXETP00000061008,mylpf,"myosin light chain, phosphorylatable, fast skeletal muscle [Source:Xenbase;Acc:XB-GENE-969363]"
PECUL23A001131,ENSXETP00000089823,ttc9b,tetratricopeptide repeat domain 9B [Source:Xenbase;Acc:XB-GENE-489383]
PECUL23A001135,ENSXETP00000080906,plpp4,phospholipid phosphatase 4 [Source:Xenbase;Acc:XB-GENE-6051164]
PECUL23A001136,ENSXETP00000051692,lrrtm1,leucine rich repeat transmembrane neuronal 1 [Source:Xenbase;Acc:XB-GENE-966481]
PECUL23A001137,ENSXETP00000104326,,
PECUL23A001141,ENSXETP00000051846,lmtk2,lemur tyrosine kinase 2 [Source:Xenbase;Acc:XB-GENE-980913]
PECUL23A001143,ENSXETP00000097361,XB5844514 [provisional:cysltr2],provisional ortholog of cysteinyl leukotriene receptor 2 [Source:Xenbase;Acc:XB-GENE-5844515]
PECUL23A001147,ENSXETP00000091181,usp34,ubiquitin specific peptidase 34 [Source:Xenbase;Acc:XB-GENE-920965]
